Ghelo_harsh,@SwiggyCares i paid from paytm and not any credit received from your site.
Bavlichori,@Paytm @vijayshekhar your paytm wallet is fraud by itself why? coz 0 security why you have no OTP option for wallet… https://t.co/6WIiENrxq8
d_jaykumar,@PaytmTravel @Paytmcare @Paytm   My booking is cancelled by bus operator and they have confirmed the refund to payt… https://t.co/upp5kjMQYW
KingTasker_com,Credit your PayTM wallet with a good cash amount with the #KingTasker #app. Start performing simple #tasks and maxi… https://t.co/paemEJrTFh
PhanikumarGadde,@Paytm @Paytmcare @PaytmCybercell . I have got below message in my number. I thought of sharing this as it looks a… https://t.co/NkoQHmQZyt
officialraman94,What a fraud paytm is running here. I tweeted this few hours ago &amp; no reply from paytm. Instead fraud callers are c… https://t.co/GnOMODgOyp
zeal1528,@paytmbankcare @Paytm @Paytmcare @vijayshekhar as I am not getting any response from last 3 days and no deadline on… https://t.co/M663kxGalM
Paytmcare,"@SaurabhPariha17 Hi Saurabh, this is not official communication from Paytm. Please be aware of such fake callers/me… https://t.co/lPHk9vAWQH"
jon_blr,@paytmbankcare I have shared the reference number. Please make sure the mobile number is delinked from all paytm accounts.
1994rupeshsoni,@Paytmcare I ordered a fastag using paytm and received a cashback voucher through SMS. The voucher can be used on P… https://t.co/TGZDDPg0Mo
paytmbankcare,"@mehul_kapadia Hi, Hope you are doing well. Due to high volume of Fastag orders, we are experiencing brief delays w… https://t.co/tT8v61fmba"
paytmbankcare,"@drnka123 Hi, we regret the inconvenience caused to you. We are getting higher than usual call volume and it may ta… https://t.co/eRSOKEmlOH"
PaytmTickets,".@diljitdosanjh's first collaboration with @DharmaMovies, the  comedy-drama promises to be a laugh riot this festiv… https://t.co/FVhhO9pDX7"
dkrishnakumar71,@BalakrishnanR Aadhar.  Upi.  Done by these companies.  Google is proposing upi to US gov.  Gas subsidy linked to A… https://t.co/Q3wacIFzii
IDoWhatiLoveit1,@trolljalaganna @only4yellow Paytm batch address address lu kastam
paytmbankcare,"@rajesh987142461 Hi Rajesh ! In absence of an important information from your end, we are unable to take the requir… https://t.co/gjB1bg1qUG"
SaurabhPariha17,"This msg send by paytm??? 
""PAYTM
Dear paytm customer your KYC has been suspended.Paytm office pH 7980149840 call i… https://t.co/eyiMRQI8LE"
RahulDSharma,@Paytmcare why I am unable to add money in paytm wallet via Google pay app.
deepesh_roy,"@Paytmcare  you have become the brand now so i guess you have stop giving customer resolving services, no response… https://t.co/v9HLVseWHZ"
Paytmcare,"@Dheeraj96996505 Hi, Paytm has no relation whatsoever with such links/messages and/or offers. We would suggest you… https://t.co/SYwMBYVi94"
Paytmcare,"@Ranjan_1410 As informed, some merchants like educational institutes or utility service providers don't absorb char… https://t.co/DVYaJj8Z1E"
SNPillai,@OYO4U You can use UPI paytm Bhim Google pay any of these for payback no further filling form on unsecured pages
Paytmcare,"@ram_sweta_ram Hi, Paytm does not charge any convenience/transaction fee from its customers on using any payment me… https://t.co/LDWG4PRJCQ"
NondescriptsCC,"#INDvWI | Congratulations to India on winning the Paytm ODI Series against West Indies in India.

POTM: Virat Kohli… https://t.co/yeTi012k37"
sachinvatz,I personally vouch for this case. PayTM ought to carry out detailed investigation and must not let the culprit (del… https://t.co/PKN2NxK6w8
Paytmcare,"@deveshbaru Hi Devesh, Paytm has no relation whatsoever with such links/messages and/or offers. We would suggest yo… https://t.co/AM8Q6w3g1N"
Paytmcare,"@ashutosh13084 Hi, Paytm has no relation whatsoever with such links/messages and/or offers. We would suggest you to… https://t.co/6nnSOmVbh7"
jon_blr,@paytmbankcare @Paytm what I don't understand is why the team asked for 'documents' and police report for an accoun… https://t.co/zcdrlWuSgi
rajivkhurana,"To donate, Scan QR  or Pay on PayTM to: +91-9910957169 https://t.co/A8JiFU6iUY"
Paytmcare,"@eqljustice Hi Pornima, Paytm has no relation whatsoever with such links/messages and/or offers. We would suggest y… https://t.co/kWCEjpiZOk"
paytmbankcare,"@pradeepsurana5 In case you don't have PAN card number you can submit Form 60 details.
Note: for the link to work,… https://t.co/dRtgxLpHXE"
paytmbankcare,"@pradeepsurana5 Hi Pradeep! In order to open a savings bank account, you have to provide PAN card or form 60. To up… https://t.co/cYbChqBFId"
Paytmcare,"@ItsRobinGoel Hi, this is not official communication from Paytm. Please be aware of such fake callers/messages. Mor… https://t.co/pYAfpPvypR"
sunilpremts,@XpressBees_IN @PaytmMall @Paytm I didn't received any call. Don't update a fake status here too. I've DM ed my number.
BlueTieVikas,@kunalb11 Should this make paytm QR code scan redundant?
ShantanuSarkar7,@PaytmBank facing problem from long period of time but there is no feedback from Paytm site why so ?
Vijay4318Vijay,"@bhargav6563 @7077673aio @BCCI @Paytm Making school boy errors in cricket, you guys are fan of him, you are all tal… https://t.co/rB0OkHClyo"
SubrahmanyaBr4,@BCCI @Paytm Yaha
Paytmcare,"@mustahdeememon Hi, Paytm has no relation whatsoever with such links/messages and/or offers. We would suggest you t… https://t.co/nX6XQ2SW5N"
Paytmcare,"@YogeshNile Hi, Paytm has no relation whatsoever with such links/messages and/or offers. We would suggest you to no… https://t.co/mU4kmdcyAL"
Paytmcare,"@sumitexe Hi, Paytm has no relation whatsoever with such links/messages and/or offers. We would suggest you to not… https://t.co/zHulohIsIg"
Paytmcare,"@ajaythehealer Hi, this is not official communication from Paytm. Please be aware of such fake callers/messages. Mo… https://t.co/NBOBwnleH5"
pankaj1412,@Paytmcare @Paytm @vijayshekhar  Fasttag Order Id 9786803435 not received. Raised ticket but closed by paytm statin… https://t.co/A3kj9oqJsF
Paytmcare,"@mukesh29101 Hi, Paytm has no relation whatsoever with such links/messages and/or offers. We would suggest you to n… https://t.co/8VJ4USd07R"
paytmbankcare,@rahulattri30 Please update your Paytm app to the latest version and kindly Log Out and Log In to your Paytm app wi… https://t.co/i9kuKKIFzv
Paytmcare,"@RahulDi87844720 Hi, Paytm has no relation whatsoever with such links/messages and/or offers. We would suggest you… https://t.co/5xTG3NIm5k"
lalitg87,@paytmbankcare @Paytm @FASTag_NETC @Paytmcare I request @Paytmcare to give me a deadline when my @FASTag_NETC will… https://t.co/KwUOlNYrIH
dextergeek,Have ordered @PAYTM FasTag on 26/11/19. Almost a month and I still haven't received it. No point calling Customer C… https://t.co/obLtIMQzeJ
harish_geek,@PhonePe_ Why don’t you put “Transaction successful” at the middle of the screen (the way Paytm does)? I have to re… https://t.co/BK6zEqDYNu
ItsRobinGoel,"@Paytmcare Hey got below message, is this really from you?

PAYTM
Dear paytm customer your KYC has been suspended.P… https://t.co/FzfdtmSckN"
Paytmcare,"@kaushal22 Hi, this is not official communication from Paytm. Please be aware of such fake callers/messages. Moreov… https://t.co/pgolmutvKj"
XpressBees_IN,"@sunilpremts @PaytmMall @Paytm Dear Sunil,
We tried to connect with you however we would request you share your alt… https://t.co/TJfeAKryg3"
kesharwani1987,"@Paytm @Paytmcare  Bought new vehicle got inbuilt Paytm Fastag, now trying to activate it, called Paytm he told to… https://t.co/D5OU1HsQAD"
obliviscaris_ne,@Paytm @Paytmcare @paytmbankcare It's been 5 days. Gentle Reminder!
lalitg87,"@paytmbankcare Dear @Paytm you delivered my @FASTag_NETC after one month, but that is not activated so of no use to… https://t.co/el3PEtUvJ5"
Paytmcare,"@kkbhutkar Hi, this is not offical communication from Paytm. Please be aware of such fake callers/messages. Moreove… https://t.co/WeMWRPeYBc"
Paytmcare,"@mittalmanish21 Hi, this is not offical communication from Paytm. Please be aware of such fake callers/messages. Mo… https://t.co/oZxmBw5zHT"
Paytmcare,"@jetsethari Hi, this is not an official communication from Paytm. Please be aware of such fake callers/messages. Mo… https://t.co/3t0MMRpYGf"
connectmanoj78,@Paytmcare When i called back this number and confronted the person at other end he turned abusive before disconnec… https://t.co/NijgYPP4tJ
Paytmcare,"@kumargrvtech Hi, this is not an official communication from Paytm. Please be aware of such fake callers/messages.… https://t.co/BKf04d341P"
Paytmcare,"@DineshPanpaliy1 Hi, this is not an official communication from Paytm. Please be aware of such fake callers/message… https://t.co/4oHZJcmIE5"
sidart_misra,"@ravihanda I read that in a blog a year back, saying how PayTM is boosting that industry. They are anyways smart an… https://t.co/VqY0CHEJDF"
AjayGobbur,@paytm @PaytmMall @Paytmcare @vijayshekhar @skjsaurab I believe #paytm is giving an #opportunity to make money by d… https://t.co/Z4g1VEKbRo
VedangBhatt,"@Paytmcare , Do you guys really suspend KYC after a year ? I have received message fro. Someone who claims to be Paytm team.."
ajaythehealer,@Paytm @Paytmcare  this guy Is scamming people in name of kyc verification. We called this bastard from 20 numbers… https://t.co/qRnK7BgQwx
Anubhav1883,@paytm @paytmcare ordered fastag on 5dec (order no: 9838026602) and delivery date keeps extending (from 13 to 17 to… https://t.co/SkYaYHME66
sidart_misra,@ravihanda You are very late in knowing the lust for PayTM Girl in our country!
Paytmcare,"@Manish_Doneria Hi, this is not official communication from Paytm. Please be aware of such fake callers/messages. M… https://t.co/CWQq8j0dKd"
AjayGobbur,@paytm @PaytmMall @Paytmcare @vijayshekhar @skjsaurabh What I understand is that I can sell the product by displayi… https://t.co/ZsDS3rqp2b
Paytmcare,"@mitul_marsonia Hi, this is not offical communication from Paytm. Please be aware of such fake callers/messages. Mo… https://t.co/K6KvR1IQ6u"
sunilpremts,@XpressBees_IN @PaytmMall @Paytm Hi Team I'm yet to receive your response. How long should I wait to get a response from you guys
Jagjit_2580,"@Paytmcare From 20 dec. To till date only one massage attempt delivery,  only attempt but no delivery,  I want toda… https://t.co/3aR3x7bBu0"
kaushal22,"@Paytm we are getting sms like payment kyc has been suspended. Location, Mumbai. Can you tell authenticity of below… https://t.co/Pz9hMLX4H2"
ashokumar100,@Paytm @vijayshekhar see the screenshot  received. Many people are getting trapped in such fraud. Can't @DoT_India… https://t.co/LBVMMCPabH
sumanreddysama,"@Paytm @Paytmcare @vijayshekhar 
It's one month ,still my #fastag not activated . 
No replay from 24*7 , Nearly 10… https://t.co/g8GVfIwGV9"
XpressBees_IN,"@sunilpremts @PaytmMall @Paytm Dear Sunil,
We apologize for the inconvenience caused to you, we will get back to yo… https://t.co/rZwnWIp8Ab"
moueller1961,#INDIA #STARTUP:Iconic Silicon Valley entrepreneur.. remains sceptical of VC-driven consumer internet play in  dome… https://t.co/x421gj9fdH
kkbhutkar,"@Paytmcare Another fraudulent message received. ""Dear PAYTM Customer Your Paytm KYC Has Been Suspended Contact Cust… https://t.co/yDyFbfrHFS"
ajaythehealer,"@Paytm @Paytmcare  scammer busted , immediately take action else many innocent nonntechies will be scammed. This gu… https://t.co/YAr2Opb1Cg"
Prem13Negi,Today I received Msg through fb messenger ( profile was my relative) asked 20000 / rs . And given me payTM a/c . I… https://t.co/NIMNZplGFz
AjayGobbur,"@paytmmallcare Hello Mr.Parrot, I understand that @paytm taught u ppl only to repeat the same."
paytmbankcare,"@PKDeshpande Hi, Hope you are doing well. Due to high volume of Fastag orders, we are experiencing brief delays wit… https://t.co/wL8Betg9Sl"
0b45e5c815c44b0,It takes long time to build trust but it goes away very fast.....I think the trust on paytm for me has gone away FA… https://t.co/8KQmaWsrYw
swapnildesire,@Paytm  today i booked a flight ticket but after deducting my amount still now i didn't get the confirmation mail..… https://t.co/cCDus4aUmR
mittalmanish21,"@Paytm @Paytmcare I have received a below message:
PAYTM
Dear paytm customer your KYC has been suspended.Paytm offi… https://t.co/pajxghnn0r"
EHCOBRAMAN,Was surprised to see @emraanhashmi your #BardOfBlood #Netflix banner on @Paytm App 😍 https://t.co/wOlwEOKkXO
PaytmTravelCare,"@megharathi_1011 Hi, The ticket prices are entirely controlled by the IRCTC and Paytm acts only as an agent. Thanks."
sunilbhusari,"How does one deactivate/delete their account on @Paytm @Paytmcare ?
Your customer care has not bothered replying to my messages on your app."
mahakhud_pradip,@BCCI @Paytm After failure in keeping why pant in team.Give chance to others
advsarang,@Paytm @Paytmcare My Vehicle never traveled through these toll plaza and illegally the charges are deducted from my… https://t.co/eiF2s01ZQ4
naseemahmad724,"Play games and earn Paytm cash!

🔥Install MiniJoy + upto ₹51🔥
💰Per invite + ₹39 💰
😍Grab ₹500 daily😍
💵Min withdrawal… https://t.co/wD8J23nPp3"
Devendr96462802,@BCCI @Paytm Congratulations
MukherjeeWritam,@BCCI @Paytm Congratulations
KormokarPranto,"2-1 🇮🇳😍😎🔝👍🏻
What a feeling! 😃😃 #TeamIndia #INDvWI Paytm https://t.co/zAzemYgOjp"
iSuketuD,@Paytmcare so finally paytm was unable to activate my fastag. And decided to take my money back.
tarun01984,"@PaytmCybercell Hi, my full Paytm balance of Rs 1173.20 has been transferred to 91-9174468058 without my knowledge… https://t.co/WSg6NMQvDU"
Inc42,"Delhi #Startups, we are back with #Inc42Mixer. Your chance to network and start off conversations with the best of… https://t.co/U8mAyb0U6y"
iSuketuD,"@Paytm so finally, paytm unable to activate my fastag. And i told them to return my money."
AdityaDhupar,@Paytmcare @Paytm @PaytmBank @PaytmMoney @PaytmTravel Just how fucking difficult is it for your team to respond to… https://t.co/7fuL78pyyQ
patelpk14,@John52177335 @paytmbankcare @Paytmcare @Paytm @FASTag_NETC I am now regretting my decision for paytm fastag
jetsethari,Dear PAYTM Customer Your Paytm KYC Has Been Suspended Contact Customer Care No.6291941871 immediately Your Account… https://t.co/1Lodcu1qeQ
Manish_Doneria,@Paytm kindly confirm whether is sms is fraud or not ? https://t.co/Tazh27WMjO
kumargrvtech,"@Paytm we got Face massage from paytm . Paytm should take action.

""PAYTM
Dear paytm customer your KYC has been sus… https://t.co/fY3iknLz8L"
mitul_marsonia,Getting message for kyc update and get call and asking instal quick support app from google playstor and give acces… https://t.co/8P0ZT6rw1C
ravihanda,"Was searching for Jasleen Royal. Had forgotten her name so googled for PayTm Girl.

And damn... What a cesspool that is."
AbdulsameerD,"Chulbul mania gets stronger than ever! 

Book Tickets Now On:
BMS - https://t.co/AAzNHZnNKS
Paytm - … https://t.co/Hm5beyjh30"
0b45e5c815c44b0,"Very bad service no response,,,,pathetic...
#paytm #paytmbankcare #fastag #paytmfastag #paytmbank"
XpressBees_IN,"@india1986to20 @Paytm @airtelindia Dear Sir/Ma'am,
We apologize for the inconvenience caused, request you to share… https://t.co/tzgQ4s27Od"
